gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2016-03-16,0,1.0,0.04141681,0.01194585,0.00320875,0.00082202,8.692e-05,1.144e-05,1,2934,Cal State Bakersfield,74.97,West,15
mens,2016-03-16,0,1.0,0.0514809,0.01348492,0.00288726,0.00036377,5.341e-05,9.07e-06,1,2393,Middle Tennessee,75.02,Midwest,15
mens,2016-03-16,0,1.0,0.03706028,0.00711099,0.00103846,0.00012073,2.19e-05,3.12e-06,1,2427,North Carolina-Asheville,74.17,South,15
mens,2016-03-16,0,1.0,0.05872659,0.00801166,0.00082179,5.074e-05,6.02e-06,8e-07,1,2692,Weber State,73.28,East,15
mens,2016-03-16,1,1.0,0.01531972,0.00330268,0.00027874,3.483e-05,4.07e-06,5.3e-07,1,526,Florida Gulf Coast,72.94,East,16a
mens,2016-03-16,0,1.0,0.00972934,0.00089393,0.00010013,6.87e-06,6.3e-07,5e-08,1,2046,Austin Peay,68.83,South,16
mens,2016-03-16,0,1.0,0.01742235,0.00193607,0.00010849,6.24e-06,3.5e-07,2e-08,1,2261,Hampton,68.61,Midwest,16
mens,2016-03-16,1,1.0,0.01913599,0.00147852,0.00010105,5.69e-06,2.4e-07,1e-08,1,107,Holy Cross,67.61,West,16a
mens,2016-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,238,Vanderbilt,85.96,South,11a
mens,2016-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2582,Southern,68.31,West,16b
mens,2016-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,161,Fairleigh Dickinson,67.27,East,16b
mens,2016-03-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202,Tulsa,80.33,East,11b
mens,2016-03-17,0,1.0,1.0,0.85577926,0.68391395,0.44908694,0.3212383,0.19209087,1,2305,Kansas,94.49,South,1
mens,2016-03-17,0,1.0,1.0,0.91738813,0.60199131,0.43205136,0.25902226,0.14974193,1,153,North Carolina,93.97,East,1
mens,2016-03-17,0,1.0,1.0,0.79460236,0.5959717,0.34428639,0.19227136,0.10838255,1,258,Virginia,92.52,Midwest,1
mens,2016-03-17,0,1.0,0.9485191,0.77629788,0.58681671,0.35142827,0.17736009,0.09145094,1,127,Michigan State,91.84,Midwest,2
mens,2016-03-17,0,1.0,0.95858319,0.82132961,0.53341957,0.32512532,0.14407605,0.0686251,1,201,Oklahoma,89.96,West,2
mens,2016-03-17,0,1.0,0.96293972,0.76701243,0.45998255,0.21694347,0.13064171,0.06324083,1,222,Villanova,91.29,South,2
mens,2016-03-17,0,1.0,1.0,0.62455729,0.25826607,0.16477762,0.08982042,0.04748665,1,96,Kentucky,90.95,East,4
mens,2016-03-17,1,1.0,1.0,0.59398966,0.28715328,0.1225782,0.07436331,0.03631144,1,2724,Wichita State,89.61,South,11b
mens,2016-03-17,0,1.0,0.84810393,0.63096464,0.39903223,0.15998622,0.07463042,0.03418131,1,277,West Virginia,89.3,East,3
mens,2016-03-17,0,1.0,0.98086401,0.72466814,0.46367994,0.23713597,0.07458352,0.02640669,1,2483,Oregon,88.0,West,1
mens,2016-03-17,0,1.0,0.88231513,0.5494919,0.24167014,0.12680821,0.0529881,0.02399386,1,245,Texas A&M,86.82,West,3
mens,2016-03-17,0,1.0,1.0,0.70701939,0.33358461,0.15058299,0.05245704,0.02029867,1,150,Duke,87.59,West,4
mens,2016-03-17,0,1.0,0.94127341,0.59532198,0.29425898,0.09729185,0.04222016,0.01810412,1,2752,Xavier,87.73,East,2
mens,2016-03-17,0,1.0,1.0,0.77479037,0.25717522,0.10450292,0.03836182,0.01499361,1,66,Iowa State,86.85,Midwest,4
mens,2016-03-17,0,1.0,0.79464229,0.46029038,0.14015349,0.0640672,0.03273188,0.01314886,1,120,Maryland,87.37,South,5
mens,2016-03-17,0,1.0,1.0,0.37544271,0.11570188,0.06189976,0.02834842,0.01276738,1,84,Indiana,87.77,East,5
mens,2016-03-17,0,1.0,1.0,0.40601034,0.15705493,0.05427164,0.02817056,0.01151658,1,2390,Miami (FL),87.26,South,3
mens,2016-03-17,0,1.0,1.0,0.52341766,0.16440889,0.06149997,0.0233977,0.00943366,1,254,Utah,86.89,Midwest,3
mens,2016-03-17,0,1.0,1.0,0.47658234,0.15203798,0.05764899,0.02165253,0.00863305,1,2250,Gonzaga,87.17,Midwest,11
mens,2016-03-17,0,1.0,0.70010916,0.32721314,0.12683644,0.06025036,0.0216528,0.00860795,1,251,Texas,84.66,West,6
mens,2016-03-17,0,1.0,0.72194021,0.18532737,0.0859674,0.03090081,0.01549937,0.00610164,1,2294,Iowa,85.91,South,7
mens,2016-03-17,0,1.0,1.0,0.20539764,0.1127666,0.042964,0.01395767,0.00490435,1,2086,Butler,84.89,Midwest,9
mens,2016-03-17,0,1.0,0.83441016,0.43430911,0.08757941,0.02906334,0.01324652,0.00470119,1,25,California,85.62,South,4
mens,2016-03-17,0,1.0,1.0,0.14422074,0.07769642,0.02939584,0.01310344,0.00454132,1,41,Connecticut,85.97,South,9
mens,2016-03-17,0,1.0,0.62883547,0.27120281,0.10948081,0.02842375,0.01060922,0.00396801,1,275,Wisconsin,84.75,East,7
mens,2016-03-17,0,1.0,0.6621377,0.22555949,0.10159822,0.02611891,0.00939567,0.0033986,1,87,Notre Dame,84.36,East,6
mens,2016-03-17,0,1.0,0.60648609,0.18142641,0.08971241,0.03380384,0.00968878,0.0031627,1,2132,Cincinnati,83.7,West,9
mens,2016-03-17,0,1.0,0.73443704,0.13989595,0.05707852,0.02232967,0.00576263,0.00171514,1,2670,Virginia Commonwealth,83.05,West,10
mens,2016-03-17,0,1.0,0.52355784,0.11287306,0.05131687,0.01666265,0.00472304,0.00147262,1,2168,Dayton,82.37,Midwest,7
mens,2016-03-17,0,1.0,0.47644216,0.09734414,0.04271208,0.013359,0.00378963,0.00118241,1,183,Syracuse,82.69,Midwest,10
mens,2016-03-17,0,1.0,0.37116453,0.12546356,0.04767579,0.01154233,0.00355044,0.00111442,1,221,Pittsburgh,82.29,East,10
mens,2016-03-17,0,1.0,1.0,0.29298061,0.07437695,0.01893129,0.00354351,0.00079151,1,43,Yale,81.14,West,12
mens,2016-03-17,0,1.0,0.39351391,0.09242693,0.03853006,0.01200583,0.00276438,0.0007436,1,2603,Saint Joseph's,81.61,West,8
mens,2016-03-17,0,1.0,1.0,0.08261187,0.02404075,0.00942848,0.0025917,0.00073445,1,2507,Providence,82.81,East,9
mens,2016-03-17,0,1.0,0.29989084,0.09516434,0.02507946,0.00869863,0.00189235,0.00048388,1,2460,Northern Iowa,80.24,West,11
mens,2016-03-17,0,1.0,0.15189607,0.06300398,0.02019563,0.00351367,0.00126211,0.00045592,1,2617,Stephen F. Austin,80.98,East,14
mens,2016-03-17,0,1.0,1.0,0.22520963,0.03408648,0.00725785,0.00168915,0.00044238,1,2031,Arkansas-Little Rock,80.06,Midwest,12
mens,2016-03-17,1,1.0,0.3378623,0.08047189,0.02693656,0.00491696,0.00128361,0.00034705,1,130,Michigan,80.31,East,11a
mens,2016-03-17,0,1.0,0.20535771,0.06688261,0.00783259,0.00164125,0.00047746,0.00010655,1,2571,South Dakota State,78.64,South,12
mens,2016-03-17,0,1.0,0.27805979,0.04054921,0.00884945,0.00154871,0.00042714,9.034e-05,1,218,Temple,78.48,South,10
mens,2016-03-17,0,1.0,0.26556296,0.02682859,0.00814584,0.00242675,0.00034875,6.121e-05,1,204,Oregon State,77.63,West,7
mens,2016-03-17,0,1.0,0.11768487,0.02813062,0.00456128,0.00104086,0.00014478,2.466e-05,1,2739,Green Bay,76.18,West,14
mens,2016-03-17,0,1.0,0.16558984,0.0385179,0.00282413,0.00038834,8.604e-05,1.462e-05,1,62,Hawaii,78.02,South,13
mens,2016-03-17,0,1.0,0.04141681,0.01194585,0.00320875,0.00085378,8.997e-05,1.184e-05,1,2934,Cal State Bakersfield,74.97,West,15
mens,2016-03-17,0,1.0,0.0514809,0.01348492,0.00270746,0.00038996,5.66e-05,9.67e-06,1,2393,Middle Tennessee,75.02,Midwest,15
mens,2016-03-17,0,1.0,0.03706028,0.00711099,0.00099238,0.00011428,2.132e-05,3.05e-06,1,2427,North Carolina-Asheville,74.17,South,15
mens,2016-03-17,0,1.0,0.05872659,0.00801166,0.00082179,4.909e-05,5.99e-06,8e-07,1,2692,Weber State,73.28,East,15
mens,2016-03-17,1,1.0,0.01913599,0.00147852,0.00011603,6.51e-06,2.8e-07,2e-08,1,107,Holy Cross,67.61,West,16a
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2046,Austin Peay,70.19,South,16
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,Colorado,81.96,South,8
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,89.34,South,6
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2084,Buffalo,76.47,South,14
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,239,Baylor,85.74,West,5
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,North Carolina-Wilmington,78.51,West,13
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2261,Hampton,69.85,Midwest,16
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2641,Texas Tech,81.81,Midwest,8
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2509,Purdue,88.77,Midwest,5
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,78.99,Midwest,13
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2550,Seton Hall,84.93,Midwest,6
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,278,Fresno State,77.43,Midwest,14
mens,2016-03-17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,526,Florida Gulf Coast,74.2,East,16a
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,Southern California,81.89,East,8
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,236,Chattanooga,77.44,East,12
mens,2016-03-17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2619,Stony Brook,78.05,East,13
mens,2016-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,238,Vanderbilt,85.96,South,11a
mens,2016-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2582,Southern,68.31,West,16b
mens,2016-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,161,Fairleigh Dickinson,67.27,East,16b
mens,2016-03-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202,Tulsa,80.33,East,11b
mens,2016-03-18,0,1.0,1.0,0.85577926,0.68320821,0.44655782,0.31945576,0.19778492,1,2305,Kansas,94.49,South,1
mens,2016-03-18,0,1.0,1.0,0.91738813,0.60199131,0.46971008,0.30320301,0.17195089,1,153,North Carolina,93.97,East,1
mens,2016-03-18,0,1.0,1.0,0.79460236,0.5959717,0.4496592,0.24661569,0.13486598,1,258,Virginia,92.52,Midwest,1
mens,2016-03-18,0,1.0,1.0,0.83714074,0.55294273,0.33738902,0.14964767,0.07476296,1,201,Oklahoma,90.04,West,2
mens,2016-03-18,0,1.0,1.0,0.77877812,0.46945277,0.2216733,0.13407525,0.06834969,1,222,Villanova,91.41,South,2
mens,2016-03-18,0,1.0,1.0,0.62455729,0.25826607,0.18345684,0.10885154,0.05620187,1,96,Kentucky,90.95,East,4
mens,2016-03-18,1,1.0,1.0,0.59398966,0.27949617,0.11900004,0.07234543,0.0370916,1,2724,Wichita State,89.61,South,11b
mens,2016-03-18,0,1.0,1.0,0.75595612,0.32045045,0.16654139,0.06879503,0.03243459,1,245,Texas A&M,87.24,West,3
mens,2016-03-18,0,1.0,1.0,0.79991294,0.50806523,0.25660332,0.07992209,0.02987107,1,2483,Oregon,88.07,West,1
mens,2016-03-18,0,1.0,1.0,0.61269032,0.39860969,0.12702679,0.0610151,0.02513742,1,2752,Xavier,87.87,East,2
mens,2016-03-18,0,1.0,1.0,0.70701939,0.33732694,0.15156628,0.05281474,0.02166082,1,150,Duke,87.59,West,4
mens,2016-03-18,0,1.0,1.0,0.77479037,0.25717522,0.15358311,0.05494244,0.02051888,1,66,Iowa State,86.85,Midwest,4
mens,2016-03-18,0,1.0,1.0,0.78947046,0.22124618,0.09419505,0.04583798,0.0185224,1,120,Maryland,87.64,South,5
mens,2016-03-18,0,1.0,1.0,0.37544271,0.11570188,0.07107629,0.03613404,0.01580067,1,84,Indiana,87.77,East,5
mens,2016-03-18,0,1.0,1.0,0.52341766,0.33194282,0.11452862,0.04141306,0.0156144,1,254,Utah,86.89,Midwest,3
mens,2016-03-18,0,1.0,1.0,0.47658234,0.30489696,0.10668364,0.03806829,0.01418508,1,2250,Gonzaga,87.17,Midwest,11
mens,2016-03-18,0,1.0,1.0,0.40601034,0.15130684,0.05210107,0.02713263,0.01176835,1,2390,Miami (FL),87.26,South,3
mens,2016-03-18,0,1.0,1.0,0.57302334,0.23722162,0.05597928,0.02197998,0.00736007,1,87,Notre Dame,84.96,East,6
mens,2016-03-18,0,1.0,1.0,0.72337889,0.30066497,0.08888022,0.02455298,0.00727993,1,183,Syracuse,84.61,Midwest,10
mens,2016-03-18,0,1.0,1.0,0.38730968,0.21081666,0.05066004,0.02070083,0.00721886,1,275,Wisconsin,85.25,East,7
mens,2016-03-18,0,1.0,1.0,0.22122188,0.09974422,0.03459989,0.01700587,0.00694315,1,2294,Iowa,86.18,South,7
mens,2016-03-18,0,1.0,1.0,0.20539764,0.1127666,0.06428627,0.02034584,0.00681295,1,2086,Butler,84.89,Midwest,9
mens,2016-03-18,0,1.0,1.0,0.42697666,0.15335202,0.03079164,0.01403936,0.0054791,1,2617,Stephen F. Austin,84.13,East,14
mens,2016-03-18,0,1.0,1.0,0.14422074,0.07831312,0.02929926,0.0130706,0.00483088,1,41,Connecticut,85.97,South,9
mens,2016-03-18,0,1.0,1.0,0.16285926,0.06804605,0.02642638,0.00674785,0.002135,1,2670,Virginia Commonwealth,83.53,West,10
mens,2016-03-18,0,1.0,1.0,0.20008706,0.07829671,0.0226946,0.0048821,0.0013345,1,2603,Saint Joseph's,82.32,West,8
mens,2016-03-18,0,1.0,1.0,0.24404388,0.05856078,0.01946095,0.00402756,0.0010648,1,2460,Northern Iowa,81.25,West,11
mens,2016-03-18,0,1.0,1.0,0.08261187,0.02404075,0.01129904,0.0036252,0.00099064,1,2507,Providence,82.81,East,9
mens,2016-03-18,0,1.0,1.0,0.29298061,0.07631112,0.01931806,0.00361618,0.00087631,1,43,Yale,81.14,West,12
mens,2016-03-18,0,1.0,1.0,0.22520963,0.03408648,0.012288,0.0028184,0.00070664,1,2031,Arkansas-Little Rock,80.06,Midwest,12
mens,2016-03-18,0,1.0,1.0,0.27662111,0.06249524,0.01009092,0.00169424,0.00031941,1,2393,Middle Tennessee,78.15,Midwest,15
mens,2016-03-18,0,1.0,1.0,0.21052954,0.01723249,0.00257357,0.00062326,0.00012614,1,62,Hawaii,80.63,South,13
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2046,Austin Peay,70.19,South,16
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,Colorado,81.96,South,8
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,79.34,South,12
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,California,85.72,South,4
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,89.34,South,6
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2084,Buffalo,76.47,South,14
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,218,Temple,79.08,South,10
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2427,North Carolina-Asheville,75.26,South,15
mens,2016-03-18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107,Holy Cross,68.83,West,16a
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2132,Cincinnati,83.97,West,9
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,239,Baylor,85.74,West,5
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,North Carolina-Wilmington,78.51,West,13
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,Texas,84.86,West,6
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2739,Green Bay,77.03,West,14
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,204,Oregon State,78.25,West,7
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2934,Cal State Bakersfield,76.04,West,15
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2261,Hampton,69.85,Midwest,16
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2641,Texas Tech,81.81,Midwest,8
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2509,Purdue,88.77,Midwest,5
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,78.99,Midwest,13
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2550,Seton Hall,84.93,Midwest,6
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,278,Fresno State,77.43,Midwest,14
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2168,Dayton,82.72,Midwest,7
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,Michigan State,91.86,Midwest,2
mens,2016-03-18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,526,Florida Gulf Coast,74.2,East,16a
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,Southern California,81.89,East,8
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,236,Chattanooga,77.44,East,12
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2619,Stony Brook,78.05,East,13
mens,2016-03-18,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,Michigan,80.84,East,11a
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,277,West Virginia,89.39,East,3
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,221,Pittsburgh,82.78,East,10
mens,2016-03-18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2692,Weber State,74.28,East,15
mens,2016-03-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,238,Vanderbilt,85.96,South,11a
mens,2016-03-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2582,Southern,68.31,West,16b
mens,2016-03-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,161,Fairleigh Dickinson,67.27,East,16b
mens,2016-03-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,202,Tulsa,80.33,East,11b
mens,2016-03-19,0,1.0,1.0,1.0,0.79355397,0.53110602,0.37380943,0.22753717,1,2305,Kansas,94.65,South,1
mens,2016-03-19,0,1.0,1.0,1.0,0.73008775,0.56442684,0.34386531,0.19187677,1,153,North Carolina,94.1,East,1
mens,2016-03-19,0,1.0,1.0,1.0,0.64717901,0.46967408,0.26122556,0.14172822,1,258,Virginia,92.69,Midwest,1
mens,2016-03-19,0,1.0,1.0,0.83714074,0.55294273,0.32853245,0.14483784,0.07197504,1,201,Oklahoma,90.04,West,2
mens,2016-03-19,0,1.0,1.0,0.77877812,0.52098365,0.22924124,0.13659023,0.0686789,1,222,Villanova,91.41,South,2
mens,2016-03-19,0,1.0,1.0,1.0,0.35282099,0.21924215,0.09154283,0.03819879,1,66,Iowa State,88.8,Midwest,4
mens,2016-03-19,0,1.0,1.0,1.0,0.67648444,0.23307553,0.09303662,0.03727176,1,2250,Gonzaga,89.37,Midwest,11
mens,2016-03-19,0,1.0,1.0,1.0,0.26991225,0.16360629,0.07667271,0.0329747,1,84,Indiana,88.96,East,5
mens,2016-03-19,0,1.0,1.0,0.75595612,0.32045045,0.16074134,0.06600254,0.03094001,1,245,Texas A&M,87.24,West,3
mens,2016-03-19,0,1.0,1.0,1.0,0.47579484,0.21321566,0.07323468,0.02961775,1,150,Duke,88.25,West,4
mens,2016-03-19,0,1.0,1.0,0.79991294,0.45973936,0.23498831,0.07338399,0.02740854,1,2483,Oregon,88.07,West,1
mens,2016-03-19,0,1.0,1.0,1.0,0.36381065,0.11333565,0.05770477,0.02451048,1,2390,Miami (FL),88.44,South,3
mens,2016-03-19,0,1.0,1.0,0.61269032,0.39860969,0.13032097,0.05824199,0.02392457,1,2752,Xavier,87.87,East,2
mens,2016-03-19,0,1.0,1.0,0.78947046,0.19278334,0.08774063,0.04217988,0.01687735,1,120,Maryland,87.64,South,5
mens,2016-03-19,0,1.0,1.0,0.22122188,0.11520569,0.03631918,0.01747267,0.0069966,1,2294,Iowa,86.18,South,7
mens,2016-03-19,0,1.0,1.0,0.57302334,0.23722162,0.05767747,0.02073752,0.00691972,1,87,Notre Dame,84.96,East,6
mens,2016-03-19,0,1.0,1.0,0.38730968,0.21081666,0.05218518,0.0195852,0.00680715,1,275,Wisconsin,85.25,East,7
mens,2016-03-19,0,1.0,1.0,0.72337889,0.26935939,0.070619,0.02036958,0.00608173,1,183,Syracuse,84.61,Midwest,10
mens,2016-03-19,0,1.0,1.0,0.42697666,0.15335202,0.03178325,0.01342946,0.00522692,1,2617,Stephen F. Austin,84.13,East,14
mens,2016-03-19,0,1.0,1.0,0.16285926,0.06804605,0.02511401,0.006363,0.00199075,1,2670,Virginia Commonwealth,83.53,West,10
mens,2016-03-19,0,1.0,1.0,0.20008706,0.06446581,0.01905652,0.00412231,0.00112545,1,2603,Saint Joseph's,82.32,West,8
mens,2016-03-19,0,1.0,1.0,0.24404388,0.05856078,0.01835172,0.00376545,0.00098178,1,2460,Northern Iowa,81.25,West,11
mens,2016-03-19,0,1.0,1.0,0.27662111,0.05415618,0.00738924,0.00129322,0.00024425,1,2393,Middle Tennessee,78.15,Midwest,15
mens,2016-03-19,0,1.0,1.0,0.21052954,0.01366269,0.00225728,0.00053321,0.00010559,1,62,Hawaii,80.63,South,13
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,41,Connecticut,86.77,South,9
mens,2016-03-19,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2724,Wichita State,89.9,South,11b
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,43,Yale,81.73,West,12
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2086,Butler,85.59,Midwest,9
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2031,Arkansas-Little Rock,80.74,Midwest,12
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,254,Utah,87.13,Midwest,3
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,83.74,East,9
mens,2016-03-19,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,96,Kentucky,91.2,East,4
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2046,Austin Peay,70.19,South,16
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,Colorado,81.96,South,8
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,79.34,South,12
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,California,85.72,South,4
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,89.34,South,6
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2084,Buffalo,76.47,South,14
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,218,Temple,79.08,South,10
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2427,North Carolina-Asheville,75.26,South,15
mens,2016-03-19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107,Holy Cross,68.83,West,16a
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2132,Cincinnati,83.97,West,9
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,239,Baylor,85.74,West,5
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,North Carolina-Wilmington,78.51,West,13
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,Texas,84.86,West,6
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2739,Green Bay,77.03,West,14
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,204,Oregon State,78.25,West,7
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2934,Cal State Bakersfield,76.04,West,15
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2261,Hampton,69.85,Midwest,16
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2641,Texas Tech,81.81,Midwest,8
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2509,Purdue,88.77,Midwest,5
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,78.99,Midwest,13
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2550,Seton Hall,84.93,Midwest,6
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,278,Fresno State,77.43,Midwest,14
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2168,Dayton,82.72,Midwest,7
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,Michigan State,91.86,Midwest,2
mens,2016-03-19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,526,Florida Gulf Coast,74.2,East,16a
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,Southern California,81.89,East,8
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,236,Chattanooga,77.44,East,12
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2619,Stony Brook,78.05,East,13
mens,2016-03-19,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,130,Michigan,80.84,East,11a
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,277,West Virginia,89.39,East,3
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,221,Pittsburgh,82.78,East,10
mens,2016-03-19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2692,Weber State,74.28,East,15
